63,0,0
63,0,0
63,0,0
63,10.239,9.8942
63,23.777,23.968
63,35.55,35.435
63,44.946,45.176
63,53.459,53.152
63,59.518,59.71
63,66.498,65.271
63,70.717,69.566
63,74.36,73.554
63,78.693,77.696
63,81.454,81.454
63,84.407,84.599
63,85.634,86.286
63,87.59,87.782
63,89.546,88.319
63,90.773,90.39
63,91.272,91.349
63,92.691,92.384
63,93.573,94.838
63,93.841,94.608
63,94.455,94.647
63,95.222,94.877
63,95.912,95.95
63,95.989,96.602
63,96.717,97.83
63,98.098,97.791
63,98.136,96.717
63,98.597,98.251
63,98.29,99.517
63,98.251,98.635
63,99.287,97.561
63,98.098,98.213
63,98.827,100.13
63,98.712,99.095
63,99.479,98.328
63,98.405,97.83
63,98.635,99.44
63,98.903,99.632
63,99.249,98.673
63,99.018,97.6
63,99.172,98.673
63,99.517,100.86
63,99.517,99.44
63,99.939,98.443
63,98.405,98.52
63,98.865,100.28
63,98.75,99.095
63,99.479,98.328
63,98.635,97.676
63,99.21,98.251
63,99.709,99.862
63,99.249,98.482
63,99.517,97.715
63,99.249,98.482
63,99.057,100.25
63,98.942,99.018
63,98.443,98.788
63,98.52,98.136
63,98.443,97.638
63,98.328,98.903
63,98.136,98.29
63,98.405,97.753
63,98.29,97.83
63,98.405,98.827
63,98.903,98.52
63,98.712,98.213
63,99.249,98.597
63,99.287,98.52
63,99.287,99.172
63,98.367,98.865
63,98.558,98.827
63,98.597,98.136
63,98.597,100.36
63,98.788,99.479
63,99.057,98.635
63,98.827,98.788
63,98.712,99.21
63,99.402,98.75
63,99.21,98.29
63,99.402,97.561
63,99.134,98.558
63,98.75,99.747
63,98.788,98.942
63,99.21,97.676
63,98.903,98.098
63,99.057,99.709
63,99.018,99.018
63,99.095,98.06
63,99.095,97.983
63,99.785,99.555
63,98.75,99.824
63,99.479,98.942
63,99.364,97.791
63,99.44,98.98
63,99.479,100.21
63,99.172,99.325
63,99.517,98.558
63,99.555,98.597
63,99.747,100.44
63,98.635,99.249
63,99.517,98.558
63,98.673,97.906
63,99.057,99.172
63,98.788,99.44
63,98.788,98.558
63,99.018,98.175
63,99.67,99.018
63,99.632,100.59
63,98.865,99.364
63,99.057,98.788
63,98.903,98.558
63,98.75,99.249
63,98.635,99.402
63,98.021,98.136
63,98.251,97.83
63,98.865,98.328
63,98.673,99.44
63,98.328,97.906
63,98.635,97.254
63,99.325,98.136
63,98.597,98.251
63,99.364,99.057
63,99.44,98.52
63,99.479,98.405
63,98.98,98.098
63,99.018,99.287
63,98.175,98.597
63,99.402,98.405
63,99.862,98.673
63,98.482,98.98
63,98.635,98.827
63,99.134,98.635
63,99.172,98.865
63,98.367,98.673
63,98.98,100.13
63,99.018,98.827
63,98.827,97.868
63,99.249,98.443
63,98.865,99.824
63,98.635,98.788
63,99.517,98.29
63,99.325,98.75
63,98.29,99.095
63,98.712,99.785
63,99.67,99.287
63,98.597,98.175
63,98.903,99.249
81,98.942,100.21
81,100.94,101.05
81,104.92,104.46
81,111.41,111.94
81,114.2,115.16
81,118.92,117.81
81,119.57,118.77
81,122.18,123.72
81,123.22,123.52
81,124.48,123.91
81,125.44,124.37
81,126.59,126.44
81,126.75,125.63
81,127.36,126.55
81,127.17,128.05
81,127.97,126.55
81,127.28,126.63
81,126.98,128.7
81,126.9,127.47
81,127.21,127.21
81,127.28,128.93
81,127.9,128.7
81,128.36,127.82
81,128.09,128.97
81,128.51,128.78
81,129.24,127.47
81,128.7,128.78
81,128.47,129.12
81,128.93,127.78
81,128.24,127.55
81,128.28,129.58
81,127.59,128.09
81,128.36,127.86
81,128.2,128.93
81,128.16,127.93
81,127.63,127.4
81,128.05,129.12
81,128.09,128.36
81,128.36,126.94
81,128.39,126.78
81,128.7,127.97
81,128.28,127.09
81,128.55,127.86
81,127.93,129.05
81,128.74,127.24
81,127.55,127.74
81,128.28,129.31
81,129.39,128.13
81,128.39,128.13
81,129.16,130.2
81,128.51,128.47
81,129.58,127.59
81,128.62,128.16
81,128.89,127.47
81,128.59,127.09
81,128.97,128.05
81,127.82,128.09
81,127.7,127.17
81,127.86,127.05
81,127.28,129.43
81,127.86,128.2
81,128.36,128.16
81,127.67,129.12
81,128.62,128.28
81,127.86,127.63
81,128.55,129.16
81,128.39,128.93
81,128.51,127.59
81,128.43,127.09
81,128.09,128.47
81,127.67,127.01
81,127.05,127.55
81,127.67,128.13
81,128.28,127.59
81,127.93,128.13
81,127.9,129.2
81,128.59,128.09
81,128.51,127.13
81,128.24,129.54
81,128.47,128.36
81,128.93,127.7
81,128.32,128.01
81,128.55,127.82
81,127.78,127.51
81,128.32,128.51
81,127.82,128.89
81,128.16,127.59
81,128.2,126.98
81,128.09,129.31
81,128.36,127.82
81,128.36,127.86
81,128.47,128.74
81,129.31,128.16
81,128.32,127.51
81,128.62,128.89
81,129.43,128.05
81,128.59,126.78
81,128.55,129.2
81,128.2,128.24
81,128.2,127.67
81,128.2,128.01
81,128.59,128.66
81,129.2,127.74
81,129.01,128.32
81,128.85,129.74
81,129.58,128.13
81,128.78,127.17
81,128.97,129.35
81,128.13,127.36
81,128.74,126.98
81,128.43,127.67
81,128.66,127.67
81,128.28,126.67
81,128.66,128.39
81,128.13,128.85
81,127.82,127.05
81,128.28,127.21
81,128.36,128.89
81,128.16,127.28
81,128.47,128.05
81,128.59,129.31
81,128.7,128.36
81,127.93,127.78
81,128.16,129.28
81,128.89,127.86
81,128.59,126.82
81,128.93,129.47
81,128.66,128.2
81,129.54,127.7
81,128.74,127.82
81,129.08,128.82
81,128.47,127.7
81,128.93,128.66
81,128.43,130
81,128.59,127.59
81,128.97,127.86
81,128.82,129.28
81,128.78,127.59
81,128.47,127.44
81,128.32,128.13
81,128.97,128.28
81,128.55,127.28
81,128.66,129.12
81,128.74,127.74
81,127.86,126.55
81,128.05,128.93
81,127.67,128.2
81,127.86,127.17
81,127.82,127.67
81,128.39,129.16
-75,128.74,127.28
-75,111.37,103.43
-75,92.346,70.947
-75,31.447,17.104
-75,8.8587,-2.9913
-75,-27.88,-36.931
-75,-41.648,-49.126
-75,-64.312,-68.492
-75,-72.174,-75.51
-75,-85.865,-87.859
-75,-95.452,-96.679
-75,-99.095,-100.48
-75,-105.23,-104.31
-75,-107.15,-106.57
-75,-111.18,-110.75
-75,-113.55,-111.48
-75,-114.55,-112.52
-75,-116.85,-115.62
-75,-116.81,-115.32
-75,-117.54,-115.74
-75,-118.46,-117.5
-75,-118,-117.23
-75,-118.85,-117.12
-75,-118.92,-118.38
-75,-119.04,-118.88
-75,-118.92,-117.54
-75,-118.15,-117.27
-75,-118.88,-118.15
-75,-118.88,-117.66
-75,-118.77,-116.97
-75,-119.31,-117.5
-75,-118.88,-117.39
-75,-119.04,-116.66
-75,-118.58,-117
-75,-118.65,-118.42
-75,-119.04,-116.47
-75,-118.08,-116.93
-75,-118.27,-118.81
-75,-118.73,-117
-75,-118.42,-117.5
-75,-119.57,-119.34
-75,-119.19,-117.66
-75,-119.5,-118.04
-75,-119.65,-120.23
-75,-119.08,-118.04
-75,-119.65,-117.92
-75,-120.07,-119.65
-75,-119.38,-119.27
-75,-119.96,-117.62
-75,-119.19,-118.77
-75,-118.31,-119
-75,-119.42,-117.43
-75,-119.27,-117.89
-75,-118.62,-118.38
-75,-118.81,-117.2
-75,-119.11,-117.66
-75,-118.54,-118.46
-75,-118.81,-117.31
-75,-118.5,-117.35
-75,-118.85,-118.85
-75,-119.61,-118.31
-75,-118.88,-117.73
-75,-119.5,-118.85
-75,-119.57,-118.65
-75,-118.96,-117.69
-75,-120.07,-118.77
-75,-120.03,-119.19
-75,-119.57,-118
-75,-120.26,-118.69
-75,-118.96,-118.69
-75,-118.77,-117.31
-75,-119.15,-117.27
-75,-118.73,-118.54
-75,-118.85,-117.2
-75,-118.58,-117.12
-75,-118.31,-118.62
-75,-118.38,-117.77
-75,-118.62,-117.04
-75,-118.81,-118.54
-75,-119.23,-119.04
-75,-119.69,-117.89
-75,-119.27,-119.31
-75,-119.31,-120.19
-75,-120.53,-118.81
-75,-119.46,-118.96
-75,-119.5,-119.73
-75,-120.3,-118.27
-75,-119.27,-117.81
-75,-119.34,-119.57
-75,-119.69,-117.31
-75,-118.54,-116.81
-75,-119.11,-118.65
-75,-119.11,-117.43
-75,-118.62,-116.54
-75,-119.27,-118.12
-75,-118.69,-117.2
-75,-118.96,-116.74
-75,-119.08,-117.77
-75,-119.15,-117.85
-75,-118.96,-117
-75,-118.81,-117.43
-75,-118.38,-118.31
-75,-119.31,-118.15
-75,-119.88,-118.12
-75,-119.27,-119.38
-75,-119.69,-118.27
-75,-120.49,-118
-75,-119.5,-119.31
-75,-120,-118.65
-75,-120.34,-118.35
-75,-119.96,-118.42
-75,-119.92,-118.92
-75,-118.85,-116.74
-75,-118.77,-117.31
-75,-118.85,-119.15
-75,-118.12,-117.39
-75,-118.69,-117.08
-75,-118.96,-118.73
-75,-118.19,-117.23
-75,-118.69,-117.12
-75,-118.15,-119.04
-75,-118.5,-117.58
-75,-118.54,-117.43
-75,-118.92,-119.46
-75,-119.31,-118.31
-75,-118.96,-118.04
-75,-119.27,-119.65
-75,-119.77,-118.38
-75,-119.19,-118.42
-75,-119.8,-118.69
-75,-119.5,-119.23
-75,-119.5,-117.96
-75,-119.34,-118.04
-75,-118.81,-118.92
-75,-119.15,-117.66
-75,-118.73,-117.39
-75,-118.19,-118.38
