1056.82 -136.727
1055.52 -136.177
1056.05 -136.811
1056.6 -136.516
1056.95 -135.898
1055.79 -135.925
1055.98 -136.322
1056.82 -136.374
1056.51 -136.177
1055.9 -136.121
1056.57 -135.743
1055.63 -136.38
1056.17 -136.304
1056.82 -136.374
1057.07 -136.319
1055.25 -135.737
1055.96 -136.462
1056.07 -136.77
1056.49 -136.359
1056.41 -136.028
1056.62 -135.792
1056.82 -136.381
1055.76 -136.569
1056.28 -136.921
1056.31 -136.598
1056.53 -136.298
1056.13 -136.694
1056.91 -136.46
1055.35 -136.298
1056.34 -135.916
1056.01 -136.41
1056.36 -136.65
1055.81 -136.877
1056.01 -136.41
1056.85 -136.461
1056.31 -136.433
1055.64 -136.975
1056.14 -136.371
1056.03 -136.302
1056.45 -135.933
1055.48 -136.637
1055.75 -136.241
1055.99 -136.552
1056.15 -136.082
1056.1 -135.932
1056.03 -136.302
1056.82 -136.374
1056.24 -135.918
1056.2 -136.6
1055.48 -136.873
1056.36 -136.858
1055.68 -136.818
1056.28 -136.921
1055.75 -136.259
1056.76 -136.223
1056.28 -136.248
1055.84 -136.682
1055.75 -136.443
1056.22 -135.999
1056.45 -136.621
1056.46 -136.33
1056.34 -135.718
1056.64 -136.76
1056.62 -135.792
1057.02 -136.32
1056.19 -135.82
1056.06 -136.488
1056.85 -136.461
1055.83 -136.376
1056.43 -136.609
1055.32 -136.214
1055.98 -136.424
1056.29 -136.368
1056.34 -136.064
1055.98 -136.303
1056.5 -136.416
1056.47 -136.094
1055.99 -136.578
1056.46 -136.33
1056.74 -136.008
1055.63 -136.401
1055.58 -136.431
1056.01 -135.093
1056.32 -135.797
1056.72 -134.844
1055.88 -136.304
1056.19 -136.017
1056 -136.812
1056.09 -135.772
1056.88 -135.907
1056.29 -136.368
1056.19 -136.166
1056.19 -136.017
1056.75 -136.514
1056.47 -135.945
1056.54 -136.262
1056.51 -136.379
1056.86 -136.563
1056.06 -135.646
1055.68 -136.258
1055.76 -136.827
1056.08 -136.748
1055.8 -136.123
1056.39 -136.014
1056.19 -136.574
1056.31 -135.887
1055.87 -136.005
1056.45 -135.933
1056.41 -136.078
1056.15 -136.549
1056.84 -136.653
1056.6 -136.567
1056.66 -136.175
1056.45 -135.933
1056.55 -136.568
1056.6 -136.567
1056.51 -136.278
1056.53 -136.243
1056.03 -136.352
1055.98 -136.253
1056.78 -136.189
1056.82 -136.374
1056.81 -136.324
1056.28 -136.663
1056.92 -136.087
1055.97 -136.003
1056.24 -136.066
1056.42 -136.145
1056.24 -136.066
1056.03 -136.271
1056.09 -136.019
1056.07 -136.001
1056.22 -136.099
1055.92 -135.954
1056.25 -136.03
1055.62 -135.959
1055.59 -135.627
1055.5 -136.728
1055.92 -136.204
1055.74 -136.849
1055.7 -136.26
1056.53 -136.243
1055.91 -136.308
1055.63 -136.38
1056.02 -136.667
1055.95 -136.237
1055.93 -136.323
1056.65 -136.362
1056.44 -136.366
1056.62 -135.792
1055.94 -135.873
1056.31 -135.887
1056.56 -136.225
1056.21 -136.687
1056.01 -136.64
1056.31 -136.433
1055.42 -136.128
1055.94 -136.578
1056.27 -136.199
1056.51 -137.13
1056.67 -136.141
1056.24 -136.165
1056.7 -136.514
1056.34 -135.867
1056 -136.135
1056.45 -135.933
1056.45 -136.57
1055.91 -136.514
1056.82 -136.374
1055.76 -136.517
1056.86 -136.563
1056.11 -135.939
1056.39 -135.915
1056.32 -135.712
1056.31 -136.433
1056.27 -136.508
1056.46 -136.279
1055.75 -136.443
1056.89 -136.352
1055.6 -136.126
1057.07 -136.319
1056.39 -136.014
1056.8 -136.258
1055.6 -136.142
1056.24 -136.165
1056.73 -136.14
1056.75 -136.309
1055.62 -136.009
1056.45 -135.933
1056.09 -136.118
1056.32 -135.712
1055.96 -136.41
1056.76 -136.072
1056.32 -135.712
1056.01 -136.489
1056.62 -135.792
1060.61 -138.211
1065.77 -139.715
1072.34 -145.744
1080.48 -149.071
1093.2 -157.457
1108.79 -167.595
1128.39 -179.294
1147.98 -193.875
1167.36 -205.615
1186.66 -219.484
1204.27 -231.803
1223.82 -244.212
1242.28 -259.554
1261.42 -269.912
1279.05 -285.945
1297.55 -295.922
1314.62 -307.956
1333.59 -322.848
1352.37 -334.002
1371.76 -349.355
1390.18 -361.487
1409.6 -377.231
1427.38 -388.96
1444.96 -405.27
1463.51 -415.898
1480.04 -427.744
1499.46 -442.542
1552.84 -494.187
1517.75 -453.336
1570.21 -506.716
1588.19 -518.665
1535.98 -468.689
1555.75 -479.198
1607.06 -531.739
1573.96 -491.674
1626.15 -545.064
1644.09 -555.835
1592.42 -505.21
1610.86 -517.074
1662.79 -569.197
1629.63 -529.744
1681.62 -583.032
1700.16 -594.54
1647.22 -543.298
1666.26 -554.218
1718.3 -606.759
1685.25 -566.846
1737.6 -619.46
1755.91 -631.512
1703.97 -580.62
1721.73 -592.57
1773.94 -644.469
1741.43 -606.975
1793.1 -657.654
1810.68 -669.22
1760.37 -618.627
1779.06 -634.331
1829.2 -681.707
1796.94 -644.164
1848.45 -694.887
1866.66 -707.056
1817.13 -655.897
1835.73 -671.068
1885.35 -719.89
1904.28 -731.345
1920.78 -742.878
1938.22 -754.075
