949.966 -716.73
950.251 -716.187
950.839 -716.125
951.519 -716.681
950.566 -715.906
951.499 -716.613
951.5 -717.152
951.057 -716.889
951.263 -716.802
951.829 -716.737
950.828 -716.109
951.324 -716.775
950.33 -716.349
950.665 -716.187
950.673 -716.828
950.178 -717.75
952.033 -716.65
950.991 -716.264
950.668 -717.94
950.999 -716.774
951.18 -716.779
950.508 -716.66
950.659 -715.666
951.008 -716.286
950.741 -716.358
951.266 -717.036
951.266 -716.155
950.522 -716.2
950.476 -716.507
950.237 -717.055
950.844 -716.834
950.351 -716.282
951.421 -715.887
950.742 -716.406
951.72 -717.368
950.804 -717.004
951.321 -716.584
950.297 -716.345
950.839 -716.125
950.233 -716.808
950.701 -716.535
950.669 -716.294
950.683 -717.045
951.23 -716.921
951.277 -716.872
951.37 -716.679
950.723 -716.679
950.571 -716.227
950.479 -716.539
950.308 -716.674
950.67 -716.471
950.116 -716.28
950.716 -716.244
950.965 -716.625
950.838 -716.404
951.669 -716.777
950.695 -716.323
951.005 -716.606
951.069 -717.061
950.19 -716.198
951.062 -715.952
951.455 -716.904
950.799 -716.978
951.11 -716.574
950.297 -716.345
950.75 -716.484
950.345 -715.892
951.107 -716.38
950.8 -716.809
950.746 -716.692
951.251 -716.053
950.679 -716.799
950.308 -716.674
950.745 -716.645
951.433 -716.644
950.035 -716.114
950.97 -716.447
951.597 -716.708
950.8 -716.809
950.672 -716.487
950.576 -716.585
951.11 -716.574
951.025 -716.742
950.941 -716.416
950.576 -716.585
949.955 -716.047
950.524 -716.407
950.154 -716.956
950.834 -716.484
950.358 -716.721
950.841 -716.952
951.11 -716.574
951.074 -716.74
950.63 -716.945
950.601 -716.6
951.321 -716.584
950.314 -716.702
950.701 -716.714
950.297 -716.345
951.404 -716.76
950.675 -716.552
950.576 -716.585
950.402 -716.642
950.793 -716.596
950.675 -716.552
950.787 -716.745
950.129 -716.515
949.769 -716.68
951.153 -716.235
951.389 -716.845
950.848 -716.71
950.665 -716.187
950.58 -716.801
950.402 -716.642
951.155 -717.123
950.2 -717.318
951.228 -716.777
951.011 -717.032
951.324 -716.775
950.886 -716.402
950.898 -716.758
951.067 -716.913
949.629 -716.23
951.08 -717.086
951.174 -717.132
950.4 -716.492
950.579 -716.773
951.172 -716.689
951.34 -716.797
950.303 -716.694
950.129 -716.515
950.308 -716.674
950.941 -716.416
952.642 -717.709
960.731 -716.328
972.698 -718.409
991.308 -719.508
1013.69 -721.658
1041.64 -725.882
1074.45 -728.382
1111.04 -734.215
1151.76 -741.305
1193.89 -746.153
1237.7 -752.214
1283.84 -758.445
1329.04 -764.99
1375.9 -772.112
1421.89 -777.456
1468.43 -782.427
1514.46 -788.372
1560.86 -792.356
1617.64 -857.616
1607.75 -797.062
1664.42 -861.377
1655.42 -799.891
1710.15 -862.915
1702.51 -805.539
1758.37 -867.433
1750.01 -808.951
1805.81 -870.681
1797.66 -813.671
1852.23 -874.968
1843.98 -817.817
1899.18 -878.233
1946.23 -882.852
1992.51 -886.49
2039.91 -888.408
2087.79 -891.76
2134.79 -894.182
2182.09 -896.46
2226.81 -900.003
2265.16 -902.359
2292.04 -904.83
2311.03 -905.882
2321.61 -905.837
2321.65 -904.48
2313.15 -900.516
2311.11 -899.926
2307.42 -899.61
2307.73 -899.586
2308.89 -898.853
2308.73 -899.11
2308.71 -898.794
2308.49 -898.99
2308.65 -898.734
2309.13 -896.027
2310.6 -888.519
2314.33 -876.147
2315.23 -860.45
2316.47 -842.315
2314.05 -823.595
2309.57 -804.301
2304.81 -782.691
2296.89 -761.905
2285.5 -739.826
2272.34 -718.695
2257 -695.503
2238.93 -673.163
2219.25 -652.625
2196.56 -632.103
2170.78 -615.225
2143.03 -600.551
2113.83 -587.181
2082.91 -576.55
2050.32 -567.255
2016.93 -558.02
1982.71 -545.039
1948.03 -534.641
1913.18 -523.269
1808.41 -459.242
1876.73 -514.637
1769.83 -452.833
1838.58 -508.551
1730.44 -448.028
1799.62 -504.911
1691.15 -445.419
1760.61 -501.958
1652.46 -440.995
1721.59 -499.214
