-13.65,0,0,0,0
-13.65,0,-0.767,-0.767,0
-13.65,0,-0.767,-0.767,0
-13.65,-0.767,0,0,-0.767
-13.65,-0.767,0,0,-0.767
-13.65,-0.767,-0.767,0,-0.767
-13.65,-0.767,-0.767,0,-0.767
-13.65,-0.767,-0.767,0,0
-13.65,-0.767,-0.767,0,0
-13.65,-0.767,0,-0.767,-0.767
-13.65,-0.767,0,-0.767,-0.767
-13.65,-0.767,-0.767,-0.767,-1.534
-13.65,-0.767,-0.767,-0.767,-1.534
-13.65,-0.767,-0.767,-0.767,-1.534
-13.65,-0.767,-0.767,-0.767,-1.534
-13.65,-1.534,-1.534,-0.767,-0.767
-13.65,-0.767,-0.767,-0.767,-0.767
-13.65,0,-1.534,-1.534,-0.767
-13.65,-2.301,-2.301,-2.301,-1.534
-13.65,-2.301,-1.534,-1.534,-1.534
-13.65,-2.301,-1.534,-0.767,-0.767
-13.65,-1.534,-1.534,-0.767,-0.767
-13.65,-1.534,-1.534,-0.767,-0.767
-13.65,-0.767,-1.534,-1.534,-1.534
-13.65,-1.534,-2.301,-1.534,-0.767
-13.65,0,-2.301,-0.767,-0.767
-13.65,-1.534,-2.301,-1.534,-1.534
-13.65,-1.534,-2.301,-3.068,-2.301
-13.65,-2.301,-1.534,-1.534,-0.767
-13.65,-3.068,-1.534,-1.534,-0.767
-13.65,-3.068,-1.534,-1.534,-0.767
-13.65,-1.534,-1.534,-0.767,-0.767
-13.65,-1.534,-2.301,-0.767,-0.767
-13.65,-0.767,-2.301,-0.767,-0.767
-13.65,-1.534,-2.301,-1.534,-1.534
-13.65,-2.301,-1.534,-1.534,-0.767
-13.65,-3.068,-2.301,-3.068,-2.301
-13.65,-2.301,-3.835,-2.301,-3.068
-13.65,-2.301,-2.301,-2.301,-1.534
-13.65,-2.301,-2.301,-2.301,-1.534
-13.65,-1.534,-1.534,-1.534,-2.301
-13.65,-0.767,-1.534,-1.534,-1.534
-13.65,-0.767,-0.767,-2.301,-1.534
-13.65,-2.301,-1.534,-3.068,-3.068
-13.65,-3.068,-1.534,-2.301,-3.068
-13.65,-3.068,-3.068,-1.534,-2.301
-13.65,-2.301,-3.068,-1.534,-2.301
-13.65,-2.301,-2.301,-2.301,-3.068
-13.65,-2.301,-2.301,-2.301,-3.068
-13.65,-3.068,-2.301,-2.301,-3.068
-13.65,-2.301,-1.534,-3.068,-3.068
-13.65,-1.534,-2.301,-2.301,-2.301
-13.65,-2.301,-3.068,-2.301,-2.301
-13.65,-1.534,-1.534,-2.301,-3.068
-13.65,-2.301,-2.301,-4.602,-3.835
-13.65,-3.835,-3.068,-2.301,-2.301
-13.65,-2.301,-3.835,-2.301,-2.301
-13.65,-2.301,-3.835,-2.301,-2.301
-13.65,-3.068,-3.068,-2.301,-3.068
-13.65,-2.301,-2.301,-3.068,-3.835
-13.65,-3.068,-0.767,-3.068,-2.301
-13.65,-3.835,-2.301,-3.068,-3.068
-13.65,-2.301,-2.301,-3.068,-3.068
-13.65,-2.301,-3.835,-3.835,-4.602
-13.65,-3.068,-3.068,-3.835,-2.301
-13.65,-3.835,-3.835,-1.534,-2.301
-13.65,-3.835,-3.835,-1.534,-2.301
-13.65,-3.068,-4.602,-2.301,-3.835
-13.65,-3.068,-3.068,-2.301,-3.835
-13.65,-3.068,-2.301,-3.835,-2.301
-13.65,-3.835,-2.301,-3.068,-3.068
-13.65,-3.068,-3.068,-3.068,-3.835
-13.65,-2.301,-3.068,-3.835,-3.835
-13.65,-4.602,-3.835,-3.835,-2.301
-13.65,-3.835,-6.136,-3.068,-3.068
-13.65,-3.835,-6.136,-3.068,-3.068
-13.65,-3.068,-4.602,-2.301,-4.602
-13.65,-3.068,-3.835,-3.835,-2.301
-13.65,-4.602,-3.835,-3.835,-3.068
-13.65,-3.068,-3.068,-3.068,-3.835
-13.65,-2.301,-1.534,-4.602,-4.602
-13.65,-5.369,-2.301,-4.602,-3.068
-13.65,-3.835,-5.369,-3.068,-4.602
-13.65,-3.068,-5.369,-3.068,-4.602
-13.65,-3.068,-5.369,-3.068,-4.602
-13.65,-5.369,-6.136,-4.602,-3.068
-13.65,-3.068,-3.835,-3.835,-3.835
-13.65,-2.301,-2.301,-3.835,-4.602
-13.65,-3.068,-3.068,-5.369,-3.068
-13.65,-4.602,-4.602,-3.068,-3.835
-13.65,-3.835,-4.602,-4.602,-5.369
-13.65,-4.602,-6.136,-5.369,-3.835
-13.65,-5.369,-5.369,-4.602,-6.136
-13.65,-5.369,-5.369,-4.602,-6.136
-13.65,-3.068,-3.835,-5.369,-4.602
-13.65,-3.068,-5.369,-3.835,-3.068
-13.65,-5.369,-3.068,-3.835,-5.369
-13.65,-3.835,-3.835,-5.369,-4.602
-13.65,-4.602,-5.369,-4.602,-4.602
-13.65,-4.602,-3.835,-6.903,-5.369
-13.65,-3.835,-6.136,-3.835,-3.835
-13.65,-5.369,-6.136,-4.602,-6.136
-13.65,-5.369,-6.136,-4.602,-6.136
-13.65,-4.602,-6.903,-6.136,-4.602
-13.65,-3.835,-3.835,-4.602,-3.835
-13.65,-6.136,-3.068,-6.136,-5.369
-13.65,-3.068,-5.369,-3.835,-3.835
-13.65,-6.136,-4.602,-4.602,-5.369
-13.65,-5.369,-6.903,-6.136,-6.136
-13.65,-5.369,-6.136,-5.369,-6.903
-13.65,-5.369,-5.369,-6.903,-4.602
-13.65,-5.369,-5.369,-6.903,-4.602
-13.65,-3.835,-5.369,-5.369,-3.835
-13.65,-5.369,-5.369,-6.136,-6.136
-13.65,-4.602,-5.369,-5.369,-3.835
-13.65,-5.369,-3.068,-5.369,-6.903
-13.65,-5.369,-5.369,-3.835,-4.602
-13.65,-4.602,-6.136,-5.369,-6.903
-13.65,-6.903,-6.903,-6.136,-6.136
-13.65,-6.136,-5.369,-6.136,-6.136
-13.65,-6.136,-5.369,-6.136,-6.136
-13.65,-6.136,-4.602,-5.369,-4.602
-13.65,-3.835,-6.136,-4.602,-4.602
-13.65,-5.369,-4.602,-6.136,-5.369
-13.65,-4.602,-6.903,-4.602,-5.369
-13.65,-6.136,-3.835,-6.903,-6.903
-13.65,-6.136,-6.136,-4.602,-4.602
-13.65,-5.369,-5.369,-6.903,-6.903
-13.65,-6.903,-6.903,-5.369,-4.602
-13.65,-6.903,-6.903,-5.369,-4.602
-13.65,-6.136,-5.369,-7.67,-6.903
-13.65,-5.369,-4.602,-3.835,-3.835
-13.65,-3.835,-6.136,-4.602,-4.602
-13.65,-6.136,-6.136,-6.136,-6.136
-13.65,-5.369,-6.136,-5.369,-5.369
-13.65,-7.67,-5.369,-6.903,-6.903
-13.65,-5.369,-6.903,-6.136,-5.369
-13.65,-7.67,-6.136,-7.67,-6.903
-13.65,-7.67,-6.136,-7.67,-6.903
-13.65,-5.369,-6.136,-8.437,-6.136
-13.65,-6.136,-4.602,-4.602,-6.136
-13.65,-3.835,-7.67,-6.136,-4.602
-13.65,-6.136,-7.67,-5.369,-6.903
-13.65,-6.136,-5.369,-6.903,-5.369
-13.65,-7.67,-6.136,-5.369,-8.437
-13.65,-6.136,-6.903,-7.67,-5.369
-13.65,-8.437,-7.67,-7.67,-7.67
-13.65,-8.437,-7.67,-7.67,-7.67
-13.65,-6.903,-5.369,-7.67,-6.903
-13.65,-6.136,-6.903,-6.903,-5.369
-13.65,-3.835,-6.136,-6.903,-5.369
-13.65,-6.136,-7.67,-6.903,-6.903
-13.65,-6.136,-5.369,-6.136,-8.437
-13.65,-7.67,-8.437,-7.67,-6.136
-13.65,-6.136,-8.437,-6.903,-7.67
-13.65,-7.67,-6.136,-7.67,-6.903
-13.65,-7.67,-6.136,-7.67,-6.903
-13.65,-7.67,-7.67,-7.67,-6.903
-13.65,-4.602,-6.903,-6.903,-5.369
-13.65,-6.136,-7.67,-7.67,-7.67
-13.65,-6.903,-5.369,-5.369,-6.903
-13.65,-8.437,-7.67,-8.437,-6.903
-13.65,-5.369,-9.204,-9.204,-9.204
-13.65,-8.437,-5.369,-6.136,-7.67
-13.65,-8.437,-9.204,-8.437,-6.903
-13.65,-8.437,-9.204,-8.437,-6.903
-13.65,-6.136,-8.437,-7.67,-6.903
-13.65,-7.67,-5.369,-6.136,-6.903
-13.65,-6.903,-7.67,-6.136,-7.67
-13.65,-8.437,-6.903,-7.67,-6.136
-13.65,-7.67,-8.437,-9.204,-8.437
-13.65,-7.67,-9.204,-6.903,-8.437
-13.65,-8.437,-8.437,-9.204,-6.136
-13.65,-6.903,-7.67,-9.204,-7.67
-13.65,-6.903,-7.67,-9.204,-7.67
-13.65,-8.437,-8.437,-6.136,-6.903
-13.65,-8.437,-7.67,-8.437,-7.67
-13.65,-6.136,-7.67,-8.437,-7.67
-13.65,-8.437,-8.437,-5.369,-6.903
-13.65,-9.971,-8.437,-9.204,-9.204
-13.65,-6.136,-8.437,-10.738,-7.67
-13.65,-9.204,-8.437,-7.67,-7.67
-13.65,-9.204,-7.67,-9.204,-8.437
-13.65,-9.204,-7.67,-9.204,-8.437
-13.65,-6.903,-8.437,-9.204,-8.437
-13.65,-8.437,-8.437,-7.67,-8.437
-13.65,-9.204,-6.136,-7.67,-8.437
-13.65,-6.903,-8.437,-8.437,-6.903
-13.65,-9.204,-8.437,-7.67,-8.437
-13.65,-9.971,-8.437,-9.204,-9.204
-13.65,-9.204,-9.971,-9.971,-8.437
-13.65,-8.437,-9.204,-9.204,-8.437
-13.65,-8.437,-9.204,-9.204,-8.437
-13.65,-8.437,-9.971,-9.971,-8.437
-13.65,-9.204,-6.903,-6.903,-8.437
-13.65,-9.204,-8.437,-9.204,-7.67
-13.65,-7.67,-9.204,-9.971,-9.204
-13.65,-9.971,-7.67,-8.437,-9.971
-13.65,-10.738,-9.971,-10.738,-9.971
-13.65,-9.204,-9.971,-9.971,-6.903
-13.65,-9.204,-8.437,-11.505,-9.204
-13.65,-9.204,-8.437,-11.505,-9.204
-13.65,-9.204,-9.204,-11.505,-9.971
-13.65,-9.971,-8.437,-9.971,-9.204
-13.65,-9.971,-9.971,-8.437,-8.437
-13.65,-6.903,-9.971,-6.903,-9.204
-13.65,-9.971,-7.67,-8.437,-9.971
-13.65,-9.971,-9.971,-8.437,-10.738
-13.65,-9.204,-9.971,-9.204,-9.971
-13.65,-9.971,-9.204,-12.272,-9.971
-13.65,-8.437,-9.971,-10.738,-9.204
-13.65,-8.437,-9.971,-10.738,-9.204
-13.65,-9.971,-7.67,-11.505,-9.971
-13.65,-9.971,-9.204,-10.738,-10.738
-13.65,-8.437,-9.971,-9.204,-9.204
-13.65,-9.971,-6.903,-9.971,-8.437
-13.65,-9.204,-9.971,-8.437,-9.204
-13.65,-9.971,-10.738,-10.738,-9.971
-13.65,-10.738,-9.971,-11.505,-10.738
-13.65,-9.204,-11.505,-10.738,-9.204
-13.65,-9.971,-9.204,-10.738,-9.971
-13.65,-9.204,-9.971,-8.437,-9.204
-13.65,-10.738,-9.971,-9.971,-9.971
-13.65,-10.738,-9.971,-9.971,-9.971
