789.35,-963.07
788.39,-962.77
790.15,-963.74
789.3,-963.96
790.29,-963.04
789.34,-963.46
789.51,-963.26
789.48,-962.52
788.51,-964.65
788.97,-964.46
791.08,-963.7
790.39,-963.52
790.29,-963.34
788.49,-962.25
789.01,-962.21
789.95,-964.78
788.93,-964.2
789.59,-965.34
789.9,-963.45
789.31,-962.86
789.16,-962.54
788.43,-963.92
789.12,-964.31
789.04,-963.42
788.75,-964.49
789.67,-963.83
789.98,-963.1
790.4,-963.96
787.84,-963.7
790.8,-964.35
789.45,-964.28
789.04,-961.96
789.65,-963.65
789.4,-963.76
790.15,-964.15
789.91,-963.44
790.1,-963.44
790.29,-963.49
788.81,-963.88
789.04,-963.32
789.2,-963.77
790.51,-963.72
789.56,-964.61
788.84,-963.66
790.11,-963.87
790.82,-963.51
789.71,-963.5
789.06,-963.84
789.51,-963.68
789.65,-963.06
789.04,-964.78
788.9,-963.37
790.73,-964.16
790.66,-962.9
789.7,-963.21
791.08,-964.34
787.97,-963.83
789.28,-964.63
790,-964.16
790.25,-964.27
788.8,-963.88
788.53,-963.75
789.86,-964.39
789.68,-965.3
789.23,-963.96
790.15,-963.79
790.19,-962.88
790.63,-963.04
790.91,-963.48
789.45,-963.68
790.35,-963.97
790.1,-963.29
788.71,-963.59
789.35,-963.91
789.89,-963.91
788.76,-963.57
790.39,-963.33
789.86,-962.59
790.6,-963.39
789.05,-963.32
790.82,-963.88
789.94,-963.92
790.18,-962.58
789.31,-963.01
789.47,-964.45
789.54,-963.87
790.26,-964.02
789.96,-962.97
789.55,-965.22
788.98,-963.88
790.39,-963.24
789.87,-963.44
790.09,-963.29
789.34,-963.93
788.55,-963.23
789.67,-963.25
788.7,-962.91
791.47,-963.72
790.65,-963.59
787.52,-963.02
789,-963.27
788.91,-963.18
791.03,-963.13
787.42,-962.29
786.63,-961.66
782.52,-958.02
779.72,-960.5
776.45,-960.64
771.65,-958.05
770.27,-957.57
765.37,-957.73
760.47,-956.19
759.53,-955.95
755.53,-954.52
751.66,-953.32
748.51,-952.94
746.51,-952.88
743.83,-952.11
740.7,-951.28
738.31,-951.87
735.96,-951.44
733.06,-950.42
731.06,-949.06
725.03,-948.63
723.34,-948.78
721.15,-948.74
716.07,-948.67
713.77,-947.3
712.06,-947.42
707.81,-948.07
704.26,-946.48
701.85,-945.57
700.2,-944.16
698.31,-943.21
696.5,-942.5
693.13,-939.37
689.91,-937.92
688.49,-934.52
687.32,-932.96
684.61,-928.57
684.68,-923.61
684.45,-922.13
683.05,-918.1
682.14,-913.19
682.87,-911.57
681.76,-904.98
682.37,-902.28
682.21,-900.89
683.08,-895.06
684.25,-892.51
685.77,-889.25
686.13,-884.66
687.1,-882.1
688.3,-877.79
690.19,-876.88
691.68,-872.95
692.37,-869.57
694,-864.96
697.93,-862.35
697.87,-855.86
700.71,-856.34
702.6,-853.06
705.22,-849.6
707.62,-845.22
710.56,-843.92
712.37,-840.14
713.54,-839.84
714.52,-835.74
716.34,-833.29
717.47,-828.87
722.2,-826.23
724.14,-825.03
726.14,-823.4
728.64,-820.28
730.65,-816.76
733.17,-815.18
735.1,-813.09
737.81,-809.8
738.46,-806.37
742.55,-806.36
743.32,-804.3
746.86,-803.18
747.85,-797.91
749.99,-797.02
754.75,-796.68
757.14,-795.1
760.47,-794.59
764.09,-791.82
767.47,-791.16
771.36,-789.96
775.04,-789.48
779.48,-790.1
782.11,-789.64
786.78,-790.53
790.64,-790.31
794.86,-791.36
798.31,-792.53
802.3,-794.55
805.84,-794.19
808.89,-796
812.33,-796.8
815.25,-801.91
817.53,-803.43
821.21,-804.5
824.35,-805.54
827.94,-809.57
830.5,-812.72
833.82,-814.85
835.67,-816.26
837.84,-818.41
840.6,-821.84
842.83,-824.62
843.93,-827.64
847.37,-831.29
847.57,-833.98
850.52,-837.46
851.53,-841.03
853.64,-844.52
855.85,-848.5
857.11,-852.21
857.86,-856.43
858.28,-859.5
857.8,-862.37
858.99,-866.76
859.42,-870.06
861.03,-873.32
861.55,-877.58
861.48,-881.08
861.09,-884.63
860.28,-888.16
861.53,-891.53
861.03,-894.53
861.07,-900.4
859.27,-903.21
858.91,-904.38
858.39,-910.34
856.96,-912.36
857.6,-916.38
854.66,-920.22
852.91,-923.56
852.29,-925.45
850.01,-928.63
848.32,-933.49
845.87,-937.34
844.52,-941.17
843.22,-941.77
839.51,-944.05
838.3,-948.18
836.91,-950.34
835.27,-952.39
830.95,-954.95
827.3,-958.27
825.59,-960.31
821.07,-960.67
817.24,-961.97
815.5,-963.86
811.34,-964.89
808.02,-964.94
803.99,-965.86
801.81,-965.33
798.1,-965.58
793.61,-965.7
791.02,-966.47
786.76,-965.52
784.25,-966.15
782.87,-965.62
779.57,-964.05
775.73,-963.12
773.65,-962.26
769.13,-961.94
766.98,-962.65
760.83,-962.2
758.52,-962.13
756.73,-957.86
751.77,-957.4
747.75,-957.17
744.81,-955.98
740.49,-954.14
737.98,-953.09
735.73,-953.63
730.6,-952.54
726.77,-953.81
724.89,-953.03
721.41,-952.59
718.7,-951.72
714.09,-949.91
711.76,-953.01
710.59,-953.15
705.77,-951.57
702.87,-949.91
700.79,-949.21
695.75,-949.59
693.98,-948.98
692.74,-949.12
690.4,-947.31
685.14,-946.06
683.06,-944.48
679.93,-943.46
679.53,-941.81
674.67,-939.92
673.26,-940.4
671.23,-936.22
667.35,-933.76
665.88,-933.24
662.57,-930.95
661.35,-926.17
660.29,-921.75
659.55,-918.58
658.12,-915.22
659.21,-910.81
659.48,-908.58
658.27,-905.36
660,-901.14
658.49,-897.87
660.27,-892.55
661.12,-889.17
662.29,-883.98
664.74,-882.6
664.88,-880.15
665.94,-875.73
666.94,-874.87
668.26,-869.76
669.54,-866.88
673.29,-863.82
674.09,-861.79
676.1,-858.87
678.58,-856.28
679.76,-853.87
681.8,-850.35
685.89,-845.86
688.96,-844.2
689.74,-840.85
691.99,-839.32
693.85,-836.92
695.44,-834.59
697.88,-831.2
699.6,-829
699.52,-826.33
699.49,-823.01
701.47,-819.19
704.38,-816.61
705.95,-814.57
709.93,-810.76
709.91,-807.49
713.02,-806.47
714.35,-804.56
715.3,-800.8
718.21,-798.49
721.48,-797.02
721.53,-794.47
723.47,-793.03
726.84,-790.09
727.99,-787.61
731.68,-787.22
732.2,-783.62
734.84,-781.6
736.69,-780.01
740.98,-778.5
743.7,-777.23
745.79,-775.16
749.05,-775.24
754.53,-776.23
755.88,-776.18
760.11,-775.22
765.12,-777.15
767.26,-777.07
771.82,-777.8
775.62,-779.84
779.57,-782.36
782.66,-784.9
787.29,-785.65
788.79,-786.19
789.27,-789.76
793.57,-791.17
797.27,-794.45
800.25,-796.59
800.14,-799.6
804.47,-803.68
805.08,-805.22
809.91,-808.96
810.13,-812.24
811.18,-814.21
812.42,-817.33
814.98,-822.27
816.34,-824.93
818.13,-829.21
817.85,-832.81
819.64,-836.46
820.47,-839.94
821.11,-842.7
821.87,-847.92
822.84,-851.17
823.74,-854.89
823.17,-859.86
822.2,-862.98
822.76,-866.36
821.99,-870.54
821.24,-872.21
822.04,-876.42
818.7,-881.35
818.56,-883.25
817.89,-888.28
816.22,-890.2
815.54,-894.74
815.71,-899.14
813.7,-902.47
812.65,-904.1
810.17,-908.61
808.7,-913.52
805.52,-915.84
803.04,-918.55
801.82,-920.6
799.65,-923.25
797.08,-929.41
794.12,-927.65
791.59,-932.84
789.2,-935.6
786.77,-938.35
781.86,-939.11
780.21,-939.12
775.99,-941.78
772.87,-943.15
769.99,-946.41
766.06,-948.02
764.08,-947.89
759.48,-947.19
758.33,-948.78
753.07,-947.27
749.05,-948.04
745.79,-947.58
742.35,-947.76
739.04,-947.79
734.67,-947.85
733.21,-947.69
727.19,-947.84
725.13,-947.68
722.33,-946.77
717.72,-945.46
715.24,-942.21
711.09,-944.62
706.98,-944.14
703.55,-944
701.76,-943.07
697.33,-942.55
694.45,-939.78
691.59,-939.58
689.35,-938.48
685.76,-938.8
681.46,-938.55
678.93,-938.58
675.88,-936.87
672.07,-934.92
669.94,-933.37
667.58,-934.58
665.15,-932.6
660.59,-931.45
657.49,-933.33
654.89,-931.56
652.23,-931.17
650.43,-931.04
646.79,-929.24
643.33,-928.79
640.17,-925.95
