789.5,-960.07
789.11,-959.83
788.64,-960.4
789.12,-961.73
789,-960.7
788.93,-961.21
788.59,-961.21
788.72,-960.51
788.11,-960.4
789.38,-959.76
789.28,-961.24
789.94,-960.92
788.36,-960.69
788.91,-961.29
789.16,-961.09
788.46,-960.82
789.07,-960.14
789.01,-960.16
788.97,-961.22
788.72,-960.29
788.86,-961.04
789.16,-961.17
789.66,-959.83
788.37,-960.37
788.53,-960.65
789,-960.08
789.33,-960.35
789.48,-961.14
788.3,-960.62
789.71,-961.09
789.55,-961.1
788.58,-959.77
789.37,-960.2
788.74,-961
788.47,-960.76
789.62,-961.14
788.97,-960.07
788.44,-960.7
789.76,-960.15
788.52,-960.34
788.54,-960.69
787.85,-961.09
789.01,-961.06
788.63,-960.51
790.25,-960.44
789.17,-960.63
788.86,-961.26
788.8,-961.77
789.95,-960.6
788.14,-961.15
788.63,-960.69
789.09,-961.73
789.81,-960.51
789.08,-961.24
788.82,-959.86
789.08,-960.62
788.69,-960.68
788.87,-960.82
787.99,-962.37
788.47,-960.4
789.93,-961.78
788.16,-960.81
789.19,-960.63
787.77,-961.62
789.29,-961.13
788.27,-961.09
788.74,-961.28
789.25,-960.76
789.86,-960.2
787.8,-961.09
788.5,-961.26
789.09,-961.03
787.96,-960.97
790,-961.25
789.28,-960.08
789.77,-961.66
787.54,-961.03
789.53,-962.08
788.88,-961.15
788.91,-961.65
789.28,-961.02
787.78,-961.06
789.08,-960.86
788.47,-960.65
787.64,-962.22
789.48,-961.1
787.41,-961.98
788.27,-961.3
788.82,-962.33
788.51,-961.83
789.15,-961.51
788.64,-961.06
787.81,-961.69
788.62,-962.25
789.55,-961.08
789.31,-960.43
789.41,-961.52
788.19,-961.07
788.47,-961.02
789.28,-961.04
790.46,-960.53
788.97,-962.6
789.01,-962.91
789.77,-960.88
789,-961.48
789.59,-960.56
788.93,-960.4
789.64,-962
789.27,-960.46
787.85,-962.3
789.66,-960.75
788.76,-961.31
789.37,-961.4
789.19,-960.89
788.65,-961.15
790.31,-961.7
790.04,-961.9
789.09,-960.39
788.28,-960.9
787.8,-960.86
788.07,-961.29
787.95,-961.47
788.59,-961.06
789.43,-960.78
788.19,-961.46
787.9,-960.29
789.28,-961.6
789.73,-960.84
788.7,-961.09
788.85,-960.38
788.38,-961.68
788.67,-961.52
789.98,-960.55
789.82,-961.71
788.81,-961.24
789.46,-961.92
789.82,-960.29
789.49,-961.55
787.97,-961.28
788.39,-961.2
789.3,-962.12
790.43,-961.49
788.82,-961.27
789.87,-960.71
789.79,-961.6
788.92,-961.33
788.92,-961.14
787.43,-961.52
788.2,-961.07
789.96,-962.14
788.31,-961.48
788.29,-961.33
788.74,-959.98
789.82,-961.64
788.92,-961.01
789.46,-960.76
790.03,-961.81
788.22,-960.44
788.79,-961.15
788.79,-961.55
789.36,-960.04
789.31,-961.45
787.34,-961.09
788.06,-961.71
790.08,-960.58
788.59,-960.61
788.07,-961.42
789.34,-961.51
